SchYear,DistNumb,DistType,DistName,SchNum,SchClassif,SchName,CountyNum,CountyName,EconDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTch,AvgYrsExp,Exp1-5,Exp6-10,Exp11-15,Exp16-20,Exp21-25,Exp26-30,Exp31+,<BA,BA,MA,PhD,EdUnkn,AvgAge,Age <25,Age25-29,Age30-34,Age35-44,Age45-54,Age55+
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,352,32,EDISON SENIOR HIGH,27,HENNEPIN,11,65.04,31.07,33.97,0.00,1.00,1.00,3.01,1.00,2.01,5.37,4.04,23.70,23.91,4.34,11.32,17.39,18.28,12.86,8.09,6.03,1.73,0.66,0.00,28.08,32.88,1.01,3.07,42.18,1.01,7.02,7.03,24.44,16.14,9.40
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,353,33,BROADWAY ARTS & TECHNOLOGY,27,HENNEPIN,11,5.64,1.00,4.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.64,0.00,17.13,0.00,1.60,1.60,1.49,0.00,0.00,0.95,0.00,0.00,5.64,0.00,0.00,44.13,0.00,0.00,1.00,1.59,2.10,0.95
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,354,32,HENRY SENIOR HIGH,27,HENNEPIN,11,68.15,30.27,37.88,0.00,0.00,1.03,3.26,1.00,0.00,1.03,2.00,27.21,32.62,3.67,11.88,8.70,22.07,21.90,8.12,4.09,1.03,2.00,0.00,29.80,35.84,0.20,2.31,41.42,3.03,4.00,10.95,27.16,15.85,7.16
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,357,43,PLYMOUTH YOUTH CENTER CAPRI,27,HENNEPIN,11,8.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.45,7.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,3.00,0.00,2.00,33.00,2.00,2.00,1.00,1.00,1.00,1.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,358,32,NORTH SENIOR HIGH,27,HENNEPIN,11,53.97,21.92,32.05,1.00,0.00,1.00,2.97,0.00,0.00,3.44,5.93,16.48,23.15,2.20,12.85,9.13,14.82,13.45,5.64,6.97,1.96,2.00,0.00,24.22,25.75,0.00,4.00,45.33,1.40,2.77,8.91,7.87,21.45,11.57
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,360,32,ROOSEVELT SENIOR HIGH,27,HENNEPIN,11,73.62,36.68,36.94,1.04,0.00,0.20,0.00,0.00,0.60,5.04,1.00,30.40,35.34,1.59,13.21,9.07,12.04,24.12,20.19,7.36,0.84,0.00,0.00,35.25,33.49,1.04,3.84,44.99,0.60,3.08,9.84,19.60,24.25,16.25
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,361,43,CENTER SCHOOL,27,HENNEPIN,11,3.11,2.60,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,3.45,2.31,0.80,0.00,0.00,0.00,0.00,0.00,1.00,1.80,1.80,0.00,0.00,39.64,0.80,1.00,0.00,0.00,0.51,0.80
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,362,32,SOUTH SENIOR HIGH,27,HENNEPIN,11,85.79,43.36,42.43,1.00,0.00,1.22,0.00,1.02,0.00,0.00,1.96,40.12,40.47,4.00,16.10,6.76,23.65,16.78,16.20,10.00,6.20,6.00,0.00,42.92,41.45,1.02,0.40,45.66,2.96,2.80,13.02,21.05,25.56,20.40
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,363,32,WELLSTONE INTERNATIONAL HIGH,27,HENNEPIN,11,9.66,2.62,7.04,0.00,0.00,0.00,1.00,0.00,1.00,1.02,2.00,1.60,3.04,0.24,17.20,1.24,1.00,2.02,1.00,1.00,2.80,0.60,0.00,1.24,7.42,0.00,1.00,52.36,0.00,0.00,1.00,1.24,3.02,4.40
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,364,32,SOUTHWEST SENIOR HIGH,27,HENNEPIN,11,74.66,35.90,38.76,0.00,0.00,3.47,0.96,1.02,0.00,0.98,2.00,30.43,35.80,0.60,15.40,5.22,18.09,17.26,15.67,10.22,4.64,3.56,0.00,25.36,48.28,0.00,1.02,45.95,0.00,3.27,5.67,24.04,26.15,15.53
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,365,43,CITY INC. NORTH,27,HENNEPIN,11,3.40,2.60,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,1.00,0.00,0.00,5.00,2.80,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.60,1.60,0.00,0.00,34.86,0.00,1.80,1.00,0.00,0.60,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,368,32,WASHBURN SENIOR HIGH,27,HENNEPIN,11,54.90,22.41,32.49,0.00,0.00,1.94,1.97,2.80,0.33,3.81,2.00,13.86,28.19,0.97,18.19,4.34,12.29,8.88,4.90,8.88,7.91,7.70,0.00,20.45,32.45,0.00,2.00,47.75,0.00,2.51,8.65,8.38,12.45,22.91
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,369,43,CONTRACTED SERVICES KA,27,HENNEPIN,11,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.80,0.00,0.00,0.00,2.00,1.00,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,372,50,SPAN HIGH,27,HENNEPIN,11,5.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,8.20,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,47.20,0.00,0.00,0.00,2.00,2.00,1.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,373,43,MENLO PARK ACADEMY,27,HENNEPIN,11,3.80,1.80,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,3.92,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.00,37.58,0.80,0.00,2.00,0.00,1.00,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,374,32,UPTOWN ACADEMY,27,HENNEPIN,11,14.20,4.00,10.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,9.20,0.00,19.74,1.00,2.00,2.60,3.18,1.00,2.00,2.42,0.00,4.60,9.60,0.00,0.00,51.60,0.00,0.00,1.00,0.60,6.18,6.42
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,380,50,TRANSITION PLUS SERVICES,27,HENNEPIN,11,27.40,10.60,16.80,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,8.60,14.80,1.00,14.93,6.00,4.60,6.00,1.20,3.60,5.00,1.00,0.00,10.00,14.40,0.00,3.00,47.10,0.00,3.00,0.60,3.00,17.80,3.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,382,50,HARRISON EDUCATION CENTER,27,HENNEPIN,11,12.00,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,7.00,1.00,12.67,2.00,4.00,3.00,1.00,0.00,1.00,1.00,0.00,6.00,4.00,0.00,2.00,50.92,0.00,0.00,2.00,1.00,4.00,5.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,388,20,AFROCENTRIC ACADEMY,27,HENNEPIN,11,4.84,2.36,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.17,1.00,2.19,1.48,1.20,7.20,1.20,1.99,1.48,0.17,0.00,0.00,0.00,0.00,3.84,1.00,0.00,0.00,42.07,0.20,0.99,1.00,1.00,1.17,0.48
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,393,43,AMERICAN INDIAN OIC,27,HENNEPIN,11,1.40,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,2.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,30.86,0.00,0.00,1.40,0.00,0.00,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,394,43,CHALLENGE ACADEMY,27,HENNEPIN,11,3.10,1.04,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,4.53,2.30,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.00,33.26,0.00,2.47,0.00,0.00,0.63,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,405,43,URBAN LEAGUE ACADEMY-ELEMENTARY,27,HENNEPIN,11,2.84,1.99,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.17,0.00,3.41,2.04,0.80,0.00,0.00,0.00,0.00,0.00,0.00,1.14,1.14,0.00,0.00,33.41,0.00,1.19,1.14,0.34,0.00,0.17
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,406,43,VOLUNTEERS OF AMERICA,27,HENNEPIN,11,5.58,3.02,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,2.43,4.88,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.70,0.00,0.00,29.86,1.86,1.86,0.93,0.93,0.00,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,408,43,CITY INC. SOUTH,27,HENNEPIN,11,5.40,3.00,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,2.69,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,0.00,0.00,39.69,0.00,2.60,0.00,2.00,0.00,0.80
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,412,43,CENTER FOR TRAINING & CAREERS,27,HENNEPIN,11,9.57,4.79,4.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.99,0.00,3.46,7.78,0.80,0.99,0.00,0.00,0.00,0.00,0.00,1.79,1.79,0.00,0.00,36.79,1.00,2.00,2.78,0.00,3.79,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,415,46,MINNEAPOLIS ON LINE LEARNING,27,HENNEPIN,11,4.15,2.44,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,2.36,1.71,1.20,12.16,1.48,0.99,0.32,1.00,0.08,0.00,0.28,0.00,1.56,2.59,0.00,0.00,43.88,0.20,1.00,0.24,1.00,1.35,0.36
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,416,43,VOLUNTEERS OF AMERICA-PM,27,HENNEPIN,11,3.48,2.55,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,6.00,3.20,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.64,0.74,0.00,0.00,44.30,0.00,0.70,0.93,0.00,1.85,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,625,50,RIVER BEND EDUCATIONAL CENTER,27,HENNEPIN,11,7.80,4.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.80,0.00,7.65,2.00,3.00,2.00,0.80,0.00,0.00,0.00,0.00,3.00,4.80,0.00,0.00,45.65,0.00,1.00,0.00,2.00,4.00,0.80
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,685,77,STADIUM VIEW,27,HENNEPIN,11,7.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,2.00,0.00,9.43,2.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,0.00,49.29,0.00,1.00,0.00,1.00,3.00,2.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,688,74,MPS METRO R,27,HENNEPIN,11,4.51,1.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.51,0.00,18.36,0.00,0.00,1.71,0.00,2.00,0.00,0.80,0.00,3.71,0.80,0.00,0.00,54.41,0.00,0.00,0.00,0.00,2.00,2.51
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,689,77,MPS METRO SJ,27,HENNEPIN,11,6.69,1.00,5.69,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.69,0.00,20.67,0.00,2.00,0.69,1.00,2.00,0.00,1.00,0.00,2.00,2.69,0.00,2.00,48.50,0.00,0.00,0.00,1.69,3.00,2.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,692,74,MPS METRO U,27,HENNEPIN,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,1.00,0.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,697,77,MPS METRO C,27,HENNEPIN,11,2.67,1.00,1.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.67,0.00,13.40,0.00,1.00,1.00,0.00,0.67,0.00,0.00,0.00,2.00,0.67,0.00,0.00,43.40,0.00,1.00,0.00,0.00,1.00,0.67
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,698,74,MPS METRO S,27,HENNEPIN,11,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,1.00
07-08,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,000,0,Totals:,27,HENNEPIN,11,"2,226.31",638.22,"1,588.09",12.82,17.72,21.82,55.22,17.66,35.84,64.54,108.07,492.69,"1,349.03",76.67,14.33,302.13,432.95,563.44,410.42,258.29,135.91,122.28,3.00,847.75,"1,270.24",9.96,70.14,45.04,27.56,118.06,211.04,653.04,737.31,479.30
07-08,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,00,HILL CITY PUBLIC SCHOOL DISTRICT,01,AITKIN,03,0.37,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,3.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.00,30.00,0.00,0.00,0.37,0.00,0.00,0.00
07-08,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,001,10,HILL CITY ELEMENTARY,01,AITKIN,03,13.48,2.44,11.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,11.04,0.16,15.97,1.12,0.00,3.91,5.02,2.43,1.00,0.00,0.00,8.47,5.01,0.00,0.00,44.14,0.00,0.33,0.63,7.02,5.50,0.00
07-08,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,003,33,HILL CITY SECONDARY,01,AITKIN,03,14.68,8.49,6.19,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.49,5.19,0.00,14.18,3.83,4.02,2.00,0.36,2.46,0.00,2.01,0.00,12.67,2.53,0.00,0.00,42.80,0.00,3.16,2.01,3.68,2.63,3.20
07-08,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,000,0,Totals:,01,AITKIN,03,28.53,10.93,17.60,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.93,16.60,0.16,14.65,5.32,4.02,5.91,5.38,4.89,1.00,2.01,0.00,21.51,7.54,0.00,0.00,43.10,0.00,3.49,3.01,10.70,8.13,3.20
07-08,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,010,10,MCGREGOR ELEMENTARY,01,AITKIN,03,14.67,0.51,14.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,14.16,0.00,21.61,1.00,3.20,3.00,0.00,2.50,1.00,3.97,0.00,11.00,3.67,0.00,0.00,46.78,0.00,0.67,3.53,1.00,6.97,2.50
07-08,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,030,42,MCGREGOR AREA LEARNING PROGRAM,01,AITKIN,03,0.48,0.16,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.32,0.00,21.33,0.00,0.00,0.32,0.00,0.00,0.00,0.16,0.00,0.16,0.32,0.00,0.00,58.33,0.00,0.00,0.00,0.00,0.16,0.32
07-08,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,040,33,MCGREGOR SECONDARY,01,AITKIN,03,17.67,9.96,7.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,7.71,1.00,19.07,1.68,1.23,6.08,2.70,0.48,0.85,4.65,0.00,13.44,4.27,0.00,0.00,46.28,0.00,0.34,1.91,4.04,8.66,2.72
07-08,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,000,0,Totals:,01,AITKIN,03,32.82,10.63,22.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,22.19,1.00,19.62,2.68,4.43,9.40,2.70,2.98,1.85,8.78,0.00,24.60,8.26,0.00,0.00,46.68,0.00,1.01,5.44,5.04,15.79,5.54
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,00,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,19,DAKOTA,11,6.57,1.00,5.57,0.00,0.20,0.00,0.00,0.00,0.23,0.00,0.00,1.00,5.14,0.00,11.00,0.50,0.93,5.14,0.00,0.00,0.00,0.00,0.00,4.47,2.10,0.00,0.00,47.67,0.00,0.00,0.93,1.20,3.37,1.07
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,120,33,SOUTH ST. PAUL SECONDARY,19,DAKOTA,11,84.17,40.48,43.69,0.00,0.00,0.97,0.00,1.00,0.00,0.00,0.00,38.51,43.69,3.02,12.16,19.88,18.82,19.75,13.32,7.49,2.98,1.93,0.00,32.21,46.99,0.00,4.97,37.03,5.02,22.75,10.90,26.16,12.75,6.59
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,303,41,S ST. PAUL COMMUNITY LRNG. CNTR.,19,DAKOTA,11,5.60,4.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,1.00,0.60,7.33,2.60,2.00,0.00,0.00,1.00,0.00,0.00,0.00,3.60,2.00,0.00,0.00,39.67,0.00,0.00,2.60,1.00,1.00,1.00
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,400,50,EARLY CHILDHOOD SPECIAL ED PROGRAM,19,DAKOTA,11,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,9.50,3.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,34.67,1.00,2.00,1.00,0.00,2.00,0.00
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,735,10,LINCOLN CENTER ELEMENTARY,19,DAKOTA,11,57.50,9.50,48.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.50,47.00,0.00,12.28,12.00,14.00,17.50,8.00,3.50,1.00,1.50,0.00,12.00,45.50,0.00,0.00,38.37,1.00,11.00,11.00,19.50,11.50,3.50
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,737,10,KAPOSIA EDUCATION CENTER ELEMENTARY,19,DAKOTA,11,49.73,7.50,42.23,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.50,41.23,3.00,12.48,15.00,9.00,9.00,8.50,4.73,2.00,1.50,0.00,23.00,26.73,0.00,0.00,39.77,4.00,7.00,6.00,14.00,14.50,4.23
07-08,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,000,0,Totals:,19,DAKOTA,11,209.57,63.08,146.49,0.00,0.20,0.97,2.00,1.00,0.23,0.00,0.00,61.11,144.06,8.62,12.08,52.98,45.75,51.39,29.82,18.72,5.98,4.93,0.00,80.28,124.32,0.00,4.97,37.77,11.02,42.75,32.43,61.86,45.12,16.39
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,000,00,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,02,ANOKA,11,86.69,9.27,77.42,0.00,0.00,0.00,1.00,0.00,0.30,0.00,0.00,9.27,76.12,1.20,13.65,12.70,20.29,15.36,17.40,6.47,10.47,4.00,0.00,47.08,39.61,0.00,0.00,47.86,0.77,5.23,6.66,16.92,33.08,24.03
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,001,32,ANOKA SENIOR HIGH,02,ANOKA,11,127.85,64.74,63.11,0.00,0.00,1.00,1.66,0.00,0.00,0.00,0.00,63.74,61.45,1.83,14.92,26.79,25.11,20.65,13.99,7.99,17.00,16.32,0.00,43.13,84.72,0.00,0.00,41.06,6.32,19.31,11.32,37.12,38.97,14.81
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,002,32,COON RAPIDS SENIOR HIGH,02,ANOKA,11,145.18,62.93,82.25,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,59.93,82.25,6.98,14.51,35.63,31.26,22.66,12.67,9.67,10.97,22.32,0.00,59.95,85.23,0.00,0.00,41.24,8.00,24.31,20.95,26.97,35.32,29.63
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,003,20,FRED MOORE MIDDLE SCHOOL,02,ANOKA,11,65.27,19.07,46.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.07,46.20,4.00,14.58,27.25,7.00,5.00,7.21,1.00,8.97,8.84,0.00,35.15,30.12,0.00,0.00,40.28,5.77,15.70,6.38,8.97,17.61,10.84
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,004,20,COON RAPIDS MIDDLE SCHOOL,02,ANOKA,11,89.04,27.00,62.04,0.00,0.00,0.00,0.97,0.00,1.00,0.00,1.00,27.00,59.07,7.04,12.82,25.38,21.80,6.81,11.88,10.37,3.80,9.00,0.00,37.22,51.82,0.00,0.00,39.10,5.67,22.98,11.66,9.01,24.24,15.48
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,006,20,JACKSON MIDDLE,02,ANOKA,11,129.58,35.20,94.38,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,33.20,93.38,2.77,11.35,30.48,35.81,23.98,22.60,6.90,5.00,4.81,0.00,44.30,85.28,0.00,0.00,37.39,7.34,28.97,22.77,34.16,25.93,10.41
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,090,20,NORTHDALE MIDDLE,02,ANOKA,11,78.67,16.94,61.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,16.94,60.73,2.17,11.89,26.91,13.97,17.41,6.40,2.01,2.80,9.17,0.00,25.44,53.23,0.00,0.00,37.64,2.17,24.71,6.00,22.38,11.04,12.37
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,091,32,BLAINE SENIOR HIGH,02,ANOKA,11,138.05,70.95,67.10,1.00,0.00,1.00,2.00,0.67,0.00,0.00,0.00,68.28,65.10,2.83,16.13,21.82,23.30,31.29,12.66,11.99,9.00,27.99,0.00,46.10,91.95,0.00,0.00,41.69,7.33,19.32,15.31,30.44,40.65,25.00
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,094,32,ANDOVER SENIOR HIGH,02,ANOKA,11,80.22,30.98,49.24,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,29.98,48.24,1.33,11.19,21.31,24.99,15.64,10.98,2.99,1.99,2.32,0.00,30.61,49.61,0.00,0.00,37.78,5.66,17.31,15.00,21.97,13.29,6.99
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,110,41,CROSSROADS ALTN HIGH SCHOOL,02,ANOKA,11,18.60,9.40,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.40,9.20,1.00,8.29,4.80,5.80,5.00,3.00,0.00,0.00,0.00,0.00,7.80,10.80,0.00,0.00,33.94,2.00,3.60,6.00,5.00,0.00,2.00
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,111,41,CROSSROADS-NIGHT,02,ANOKA,11,1.40,1.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.40,3.00,1.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.20,0.00,0.00,25.40,0.40,1.00,0.00,0.00,0.00,0.00
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,121,20,SANDBURG MIDDLE,02,ANOKA,11,47.18,17.25,29.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.25,29.93,1.00,16.14,12.04,5.94,9.94,4.60,3.40,4.45,6.81,0.00,15.02,32.16,0.00,0.00,42.26,2.00,12.58,2.00,8.60,13.65,8.35
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,192,32,CHAMPLIN PARK SENIOR HIGH,02,ANOKA,11,152.46,65.27,87.19,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.33,62.27,85.86,4.99,13.37,39.27,36.62,18.92,16.99,7.99,22.67,10.00,0.00,52.93,99.53,0.00,0.00,39.13,8.99,31.31,21.95,34.62,36.25,19.34
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,193,20,OAK VIEW MIDDLE,02,ANOKA,11,71.88,20.15,51.73,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,20.15,49.73,0.00,14.23,16.35,14.30,11.35,9.00,4.00,9.07,7.81,0.00,15.95,55.93,0.00,0.00,39.52,4.00,9.98,13.74,18.71,13.64,11.81
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,195,20,ROOSEVELT MIDDLE,02,ANOKA,11,67.71,18.07,49.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.07,49.64,5.17,12.12,18.94,16.88,14.42,4.56,3.97,3.94,5.00,0.00,22.14,45.57,0.00,0.00,38.89,6.37,11.77,8.90,16.20,12.93,11.54
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,198,60,SECONDARY TECHNICAL EDUC. PROG.,02,ANOKA,11,16.56,8.84,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,8.84,7.06,0.68,7.94,6.93,4.98,1.99,0.33,2.33,0.00,0.00,0.00,12.17,4.39,0.00,0.00,42.09,1.20,2.80,0.33,3.52,6.72,1.99
07-08,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,400,10,ADAMS ELEMENTARY,02,ANOKA,11,30.76,4.60,26.16,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.60,25.16,0.00,14.00,7.60,5.74,6.00,2.34,0.73,3.85,4.50,0.00,9.56,21.20,0.00,0.00,47.13,2.00,3.30,3.60,6.50,4.75,10.61
